40.74847,-73.971083,300.12
40.748518,-73.971197,300.12
40.748566,-73.971308,300.12
40.748611,-73.971414,300.12
40.748656,-73.971518,300.12
40.7487,-73.971622,300.12
40.748746,-73.971728,300.12
40.748837,-73.971942,300.12
40.748884,-73.972052,300.12
40.748943,-73.972189,300.12
40.748996,-73.972313,300.12
40.749044,-73.972427,300.12
40.749102,-73.972561,300.12
40.749164,-73.972693,300.12
40.749173,-73.972727,300.12
40.749217,-73.97283,300.12
40.749274,-73.972965,300.12
40.749327,-73.973089,300.12
40.749382,-73.973218,300.12
40.749502,-73.973502,300.12
40.749562,-73.973642,300.12
40.749617,-73.973772,300.12
40.749674,-73.973905,300.12
40.749731,-73.974039,300.12
40.74979,-73.974181,300.12
40.74983,-73.974279,300.12
40.749873,-73.974383,300.12
40.749916,-73.974487,300.12
40.749959,-73.974591,300.12
40.750007,-73.974706,300.12
40.750063,-73.974841,300.12
40.750102,-73.974937,300.12
40.750138,-73.975021,300.12
40.750178,-73.975115,300.12
40.750217,-73.975208,300.12
40.750256,-73.975301,300.12
40.750296,-73.975395,300.12
40.750348,-73.975519,300.12
40.750405,-73.975654,300.12
40.750444,-73.975745,300.12
40.750513,-73.97591,300.12
40.750563,-73.976028,300.12
40.750614,-73.976149,300.12
40.750648,-73.976231,300.12
40.750717,-73.976394,300.12
40.750777,-73.976535,300.12
40.750818,-73.976633,300.12
40.750867,-73.976747,300.12
40.750916,-73.976863,300.12
40.75098,-73.977014,300.12
40.751016,-73.977099,300.12
40.751075,-73.977236,300.12
40.751131,-73.977369,300.12
40.751189,-73.977505,300.12
40.751232,-73.977606,300.12
40.751276,-73.977709,300.12
40.75132,-73.977813,300.12
40.751386,-73.977968,300.12
40.751373,-73.978059,300.12
40.751474,-73.978282,300.12
40.751581,-73.978439,300.12
40.751625,-73.978545,300.12
40.751671,-73.978654,300.12
40.751719,-73.978767,300.12
40.751763,-73.978872,300.12
40.751811,-73.978986,300.12
40.751857,-73.979093,300.12
40.7519,-73.979198,300.12
40.751945,-73.979303,300.12
40.75199,-73.979411,300.12
40.752038,-73.979524,300.12
40.752091,-73.979649,300.12
40.752154,-73.979765,300.12
40.752173,-73.979846,300.12
40.752247,-73.980022,300.12
40.752321,-73.980197,300.12
40.752392,-73.980367,300.12
40.752485,-73.980589,300.12
40.752577,-73.980806,300.12
40.752644,-73.980967,300.12
40.752714,-73.981133,300.12
40.752788,-73.98131,300.12
40.742889,-73.977292,300.33
40.742928,-73.977386,300.33
40.742981,-73.97751,300.33
40.743051,-73.977676,300.33
40.743082,-73.977748,300.33
40.743134,-73.977873,300.33
40.743187,-73.977997,300.33
40.743244,-73.978132,300.33
40.743305,-73.978277,300.33
40.743349,-73.97838,300.33
40.743402,-73.978505,300.33
40.743455,-73.978629,300.33
40.743503,-73.978743,300.33
40.743556,-73.978867,300.33
40.743613,-73.979002,300.33
40.743662,-73.979119,300.33
40.743696,-73.979198,300.33
40.743716,-73.979246,300.33
40.743763,-73.979357,300.33
40.74382,-73.979492,300.33
40.743874,-73.979622,300.33
40.743915,-73.979721,300.33
40.743959,-73.979827,300.33
40.744019,-73.979972,300.33
40.744081,-73.98012,300.33
40.744113,-73.980198,300.33
40.744161,-73.980313,300.33
40.744189,-73.980381,300.33
40.744262,-73.980558,300.33
40.744308,-73.980668,300.33
40.744356,-73.980783,300.33
40.744408,-73.980909,300.33
40.744442,-73.980991,300.33
40.744481,-73.981084,300.33
40.744536,-73.981216,300.33
40.744591,-73.981348,300.33
40.744633,-73.98145,300.33
40.744689,-73.981583,300.33
40.744745,-73.981718,300.33
40.744803,-73.981856,300.33
40.744861,-73.981996,300.33
40.744901,-73.982092,300.33
40.744945,-73.982197,300.33
40.744999,-73.982327,300.33
40.745052,-73.982454,300.33
40.745088,-73.98254,300.33
40.745127,-73.982635,300.33
40.745179,-73.982764,300.33
40.745232,-73.982887,300.33
40.745286,-73.983011,300.33
40.74533,-73.983114,300.33
40.745384,-73.983238,300.33
40.745437,-73.983362,300.33
40.745508,-73.983527,300.33
40.745544,-73.983609,300.33
40.745597,-73.983733,300.33
40.745651,-73.983857,300.33
40.745701,-73.983973,300.33
40.745755,-73.984098,300.33
40.745816,-73.98424,300.33
40.745861,-73.984344,300.33
40.745886,-73.984407,300.33
40.745911,-73.984469,300.33
40.74596,-73.984592,300.33
40.746009,-73.984714,300.33
40.746057,-73.984835,300.33
40.746104,-73.984954,300.33
40.746152,-73.985072,300.33
40.746199,-73.985191,300.33
40.746246,-73.985309,300.33
40.746293,-73.985425,300.33
40.746337,-73.985537,300.33
40.74638,-73.985643,300.33
40.746417,-73.985737,300.33
40.746462,-73.985849,300.33
40.746505,-73.985956,300.33
40.746546,-73.986054,300.33
40.746594,-73.986169,300.33
40.746649,-73.986302,300.33
40.746701,-73.986426,300.33
40.74675,-73.986544,300.33
40.746797,-73.986658,300.33
40.746849,-73.986782,300.33
40.746895,-73.986892,300.33
40.746939,-73.986998,300.33
40.746985,-73.987108,300.33
